Time,mean,std,skew,kurtosis,rolling_mean,rolling_std,rolling_min,rolling_max,Sensor_1_vs_Sensor_2_corr,Sensor_1_vs_Sensor_3_corr,Sensor_1_vs_Sensor_4_corr,Sensor_2_vs_Sensor_3_corr,Sensor_2_vs_Sensor_4_corr,Sensor_3_vs_Sensor_4_corr,Sensor_1_rainflow_mean,Sensor_1_rainflow_count,Sensor_2_rainflow_mean,Sensor_2_rainflow_count,Sensor_3_rainflow_mean,Sensor_3_rainflow_count,Sensor_4_rainflow_mean,Sensor_4_rainflow_count,Sensor_1_trend,Sensor_1_seasonal,Sensor_1_residual,Sensor_2_trend,Sensor_2_seasonal,Sensor_2_residual,Sensor_3_trend,Sensor_3_seasonal,Sensor_3_residual,Sensor_4_trend,Sensor_4_seasonal,Sensor_4_residual
2024-12-05 01:15:00,25.399320934163125,52.39528415739309,1.1508361004190573,-0.6695644794999498,22.972379863779018,1.788204509406194,20.445575557096376,25.531373313279264,-0.7228837341474577,-0.9220180712032903,0.927093831569764,0.5089819104997548,-0.5803813338652262,-0.9932419468680089,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.01678544969289591,6.530193794634486e-06,-3.128603634797167e-05,0.8638234524651226,3.696706720511745e-05,-3.896452618346036e-05,-3.1970244384719297,0.0004943505020027868,-0.0018544051731894662,103.87397269710381,-0.017578238471582356,0.0922625216927031
2024-12-05 01:20:00,25.65985300945318,52.93507512466733,1.150856906459877,-0.6695488339616702,23.396240754514864,1.765538369912728,20.690786206272502,25.78340200172416,-0.9343374140836509,-0.9352202049916788,0.9314291482157888,0.8300405879367027,-0.8437665116554487,-0.9972380422259759,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.01648079105978676,-3.4961500905885156e-07,-5.410921859438228e-05,0.8639802533106644,2.1365601839121653e-05,6.26436131001551e-05,-3.2259153660556876,-0.0007626993709462607,-0.0001028029721217294,104.9037661904415,0.0009971902537358537,0.11390051288401537
2024-12-05 01:25:00,25.82431253225169,53.28113295826035,1.1508545805881092,-0.6695503129601583,23.81391007888002,1.6816256885484835,20.968573622356317,25.940569127704332,-0.9567911167068689,-0.95810773598714,0.9458459644694315,0.9248266609302471,-0.9242137716280868,-0.9975909155139245,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.015991167348102592,1.850008900108353e-06,-7.290959639520006e-05,0.8639780700677215,-1.85466434111683e-05,0.00010443978111907004,-3.251519918286538,0.0001487149666163616,-0.0012785150143339585,105.63742821640383,0.03062153964539154,0.033848355021945054
2024-12-05 01:35:00,25.937919801226293,53.523303911369325,1.150844215715274,-0.669557749998074,24.218371314298256,1.5309581597847286,21.289678206733083,26.04864084760583,-0.9345153391600458,-0.9786083951335902,0.9652685476232158,0.9092871372575502,-0.9167305368364516,-0.9960818199559646,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.015301478220239369,1.5907793727318248e-06,-3.7123214044315275e-05,0.8637103501807835,1.1444096563662307e-06,4.6994582110992944e-05,-3.2732387222321986,-7.210013634281211e-05,-0.001874491414118662,106.06320678429567,-0.028220864905993952,0.14345712078051065
2024-12-05 01:40:00,25.954898801510947,53.56769861983223,1.1508192095706395,-0.669576060187842,24.59790420392719,1.2995438317862311,22.458724216368495,26.05078114683135,-0.9087350857636246,-0.9834633578598045,0.9734807411403129,0.8616815404142237,-0.8707792495916987,-0.9959464108418974,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.014554008719296919,3.3130072806036783e-07,7.054346702061072e-05,0.8632672683876268,-7.696035993171018e-06,7.727780414468199e-07,-3.2879779479963864,8.634413433730487e-06,-0.002902988519824845,106.25812640661886,0.020693375137059235,-0.01712948478747478
2024-12-05 01:45:00,25.969939400780163,53.601517691417776,1.1508130184657817,-0.6695805515171025,24.882515273851464,1.167094870419364,22.862479785479135,26.056897106770737,-0.8696134431030323,-0.9748516153048812,0.9525996781981286,0.8395224317295782,-0.8526455401514142,-0.9932486757656434,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.014037181459084442,9.390500840837654e-07,0.00016246441945489722,0.8628354851015521,4.157573604108369e-06,-5.944662376222709e-05,-3.293924579053085,2.27326292007949e-07,-0.002584779322086117,106.32227375097219,-0.007797968762859934,0.012884533898358086
2024-12-05 01:50:00,25.983509760037567,53.62650374904764,1.150823804955649,-0.6695725942827817,25.135354629565448,1.0153548721848284,23.25816771922309,26.05857736364173,-0.8476603067729962,-0.9620306459065746,0.925792653777069,0.8363464251557885,-0.8499678762725719,-0.9904005368650585,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.013976939618099139,-5.138070377836063e-07,0.00014352946602316438,0.8625541710744475,6.357199414701024e-07,-6.250538579855025e-05,-3.2921047585487115,-2.243520931295614e-05,-0.0010051335575491649,106.37771442516825,-0.005804699845966512,0.006603264694078348
2024-12-05 01:55:00,25.99719637250331,53.649483327176334,1.1508414273652512,-0.6695596378033879,25.35728103362734,0.8480661755655042,23.63666092041452,26.05931448187286,-0.8628692336023203,-0.9465168677082285,0.8946236316214549,0.8343190635254453,-0.8387458387367532,-0.9867728859366689,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.014344813141744276,-1.0631077449380968e-07,5.140287927508404e-05,0.8624845599437462,4.331193724178391e-06,-5.8953772556824546e-05,-3.286821368282305,-3.669106512993529e-06,0.0006215838500391868,106.46648355959256,0.016438725584129794,-0.05606976241632822
2024-12-05 02:05:00,26.043820638912976,53.73978711564121,1.1508641085997902,-0.6695429332259657,25.552496040952757,0.6668033527837568,23.995012187266713,26.093631054986005,-0.8649134211925747,-0.9274913631400548,0.8553124265894018,0.753883443181724,-0.7253634437974757,-0.9814821860352057,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.01491301708877817,-3.2855332836830413e-07,-1.9928704992549368e-05,0.8626174589327777,1.865592756140494e-06,-5.2003767319286354e-05,-3.2828663455479963,-9.726707245676115e-06,0.0014056558091239957,106.60474490179587,-0.023226475522627625,0.027600499413665602
2024-12-05 02:10:00,26.085198083897915,53.822759892618,1.1508756202989583,-0.669534450046537,25.722234065424104,0.4601937164317414,24.691863220688134,26.12443421834043,-0.801561524057664,-0.9014213287308289,0.8184010918321073,0.6309902416738994,-0.5712904209092525,-0.9840436411778563,0.004230966685783815,490,0.007407945971489932,555,0.5413736917016356,223,28.482198422405343,182,-0.015453014944074597,7.019245404764404e-08,-4.9861166475562504e-05,0.8629209333095721,1.2341928692058905e-06,-3.3995000431885636e-05,-3.283112127921076,1.8171963446498402e-05,0.0014809828483950405,106.80312066278545,0.017143515001220064,-0.04524423566968494
